Tilda UID,Brand,SKU,Category,Description,Photo,Price,Quantity,Editions,Parent UID
11866-38,Max&Co,106887-HCALTR,women,Рубашка,,2299,100,size: 38,11866
11866-42,Max&Co,106887-HCALTR,women,Рубашка,,2299,100,size: 42,11866
8223,Trussardi,107984-TCALTR,men,Сумка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107984-TCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107984-TCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107984-TCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107984-TCALTR-3.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107984-TCALTR-4.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107984-TCALTR-5.jpg,4649,,,
8223-00,Trussardi,107984-TCALTR,men,Сумка,,4649,100,size: 00,8223
6807,Liu Jo,100946-SCALTR,women,Сумка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100946-SCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100946-SCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100946-SCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100946-SCALTR-3.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100946-SCALTR-4.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100946-SCALTR-5.jpg,3599,,,
6807-00,Liu Jo,100946-SCALTR,women,Сумка,,3599,100,size: 00,6807
18421,Love Moschino,209088-SCALTR,women,Джинсы,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/209088-SCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/209088-SCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/209088-SCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/209088-SCALTR-3.jpg,4399,,,
18421-42-44,Love Moschino,209088-SCALTR,women,Джинсы,,4399,100,size: 42/44,18421
18421-44,Love Moschino,209088-SCALTR,women,Джинсы,,4399,100,size: 44,18421
18421-48,Love Moschino,209088-SCALTR,women,Джинсы,,4399,100,size: 48,18421
12125,Falconeri,7ZEB0W-X200PM,women,Блуза,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/7ZEB0W-X200PM-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/7ZEB0W-X200PM-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/7ZEB0W-X200PM-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/7ZEB0W-X200PM-3.jpg,3049,,,
12125-40,Falconeri,7ZEB0W-X200PM,women,Блуза,,3049,100,size: 40,12125
12125-42,Falconeri,7ZEB0W-X200PM,women,Блуза,,3049,100,size: 42,12125
12125-44,Falconeri,7ZEB0W-X200PM,women,Блуза,,3049,100,size: 44,12125
12125-46,Falconeri,7ZEB0W-X200PM,women,Блуза,,3049,100,size: 46,12125
12125-48,Falconeri,7ZEB0W-X200PM,women,Блуза,,3049,100,size: 48,12125
16746,Coccinelle,108605-SCALTR,women,Сумка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108605-SCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108605-SCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108605-SCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108605-SCALTR-3.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108605-SCALTR-4.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108605-SCALTR-5.jpg,4849,,,
16746-00,Coccinelle,108605-SCALTR,women,Сумка,,4849,100,size: 00,16746
6286,Emporio Armani,108297-JAALTR,men,Ремень,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108297-JAALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108297-JAALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108297-JAALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108297-JAALTR-3.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108297-JAALTR-4.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108297-JAALTR-5.jpg,2349,,,
6286-00,Emporio Armani,108297-JAALTR,men,Ремень,,2349,100,size: 00,6286
14043,Hugo,104777-FCALTR,men,Очки солнцезащитные,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104777-FCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104777-FCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104777-FCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104777-FCALTR-3.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104777-FCALTR-4.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/104777-FCALTR-5.jpg,2599,,,
14043-54,Hugo,104777-FCALTR,men,Очки солнцезащитные,,2599,100,size: 54,14043
10785,Furla,D4FC1W-X200PM,women,Кредитница,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/D4FC1W-X200PM-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/D4FC1W-X200PM-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/D4FC1W-X200PM-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/D4FC1W-X200PM-3.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/D4FC1W-X200PM-4.jpg,1599,,,
10785-00,Furla,D4FC1W-X200PM,women,Кредитница,,1599,100,size: 00,10785
569,Twinset Milano,109343-TCALTR,women,Косметичка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109343-TCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109343-TCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109343-TCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109343-TCALTR-3.jpg,1549,,,
569-00,Twinset Milano,109343-TCALTR,women,Косметичка,,1549,100,size: 00,569
13620,Karl Lagerfeld,TW0T0M-X200PM,men,Брюки спортивные,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/TW0T0M-X200PM-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/TW0T0M-X200PM-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/TW0T0M-X200PM-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/TW0T0M-X200PM-3.jpg,3299,,,
13620-46-48,Karl Lagerfeld,TW0T0M-X200PM,men,Брюки спортивные,,3299,100,size: 46/48,13620
9838,Aeronautica Militare,200001-ECALTR,men,Сумка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/200001-ECALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/200001-ECALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/200001-ECALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/200001-ECALTR-3.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/200001-ECALTR-4.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/200001-ECALTR-5.jpg,1699,,,
9838-00,Aeronautica Militare,200001-ECALTR,men,Сумка,,1699,100,size: 00,9838
3263,Love Moschino,106758-SCALTR,women,Футболка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106758-SCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106758-SCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106758-SCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106758-SCALTR-3.jpg,2499,,,
3263-40,Love Moschino,106758-SCALTR,women,Футболка,,2499,100,size: 40,3263
3263-42,Love Moschino,106758-SCALTR,women,Футболка,,2499,100,size: 42,3263
15081,Love Moschino,100258-SCALTR,women,Футболка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100258-SCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100258-SCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100258-SCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100258-SCALTR-3.jpg,2249,,,
15081-40,Love Moschino,100258-SCALTR,women,Футболка,,2249,100,size: 40,15081
15081-42,Love Moschino,100258-SCALTR,women,Футболка,,2249,100,size: 42,15081
15081-44,Love Moschino,100258-SCALTR,women,Футболка,,2249,100,size: 44,15081
15081-46,Love Moschino,100258-SCALTR,women,Футболка,,2249,100,size: 46,15081
15081-48,Love Moschino,100258-SCALTR,women,Футболка,,2249,100,size: 48,15081
15081-50,Love Moschino,100258-SCALTR,women,Футболка,,2249,100,size: 50,15081
18119,Marc O'Polo,OOS00W-X200PM,women,Пиджак,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/OOS00W-X200PM-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/OOS00W-X200PM-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/OOS00W-X200PM-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/OOS00W-X200PM-3.jpg,4549,,,
18119-38,Marc O'Polo,OOS00W-X200PM,women,Пиджак,,4549,100,size: 38,18119
18119-40,Marc O'Polo,OOS00W-X200PM,women,Пиджак,,4549,100,size: 40,18119
18119-42,Marc O'Polo,OOS00W-X200PM,women,Пиджак,,4549,100,size: 42,18119
18119-44,Marc O'Polo,OOS00W-X200PM,women,Пиджак,,4549,100,size: 44,18119
18119-46,Marc O'Polo,OOS00W-X200PM,women,Пиджак,,4549,100,size: 46,18119
18119-48,Marc O'Polo,OOS00W-X200PM,women,Пиджак,,4549,100,size: 48,18119
12527,Diesel,100165-SCALTR,women,Джинсы,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100165-SCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100165-SCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100165-SCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100165-SCALTR-3.jpg,2899,,,
12527-44,Diesel,100165-SCALTR,women,Джинсы,,2899,100,size: 44,12527
3620,Twinset Milano,101833-TCALTR,women,Брюки спортивные,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101833-TCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101833-TCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101833-TCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101833-TCALTR-3.jpg,2599,,,
3620-40-42,Twinset Milano,101833-TCALTR,women,Брюки спортивные,,2599,100,size: 40/42,3620
3620-42-44,Twinset Milano,101833-TCALTR,women,Брюки спортивные,,2599,100,size: 42/44,3620
3620-44-46,Twinset Milano,101833-TCALTR,women,Брюки спортивные,,2599,100,size: 44/46,3620
3620-46-48,Twinset Milano,101833-TCALTR,women,Брюки спортивные,,2599,100,size: 46/48,3620
3620-48-50,Twinset Milano,101833-TCALTR,women,Брюки спортивные,,2599,100,size: 48/50,3620
13734,Marc O'Polo,9B5V0M-X200PM,men,Футболка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/9B5V0M-X200PM-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/9B5V0M-X200PM-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/9B5V0M-X200PM-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/9B5V0M-X200PM-3.jpg,649,,,
13734-46-48,Marc O'Polo,9B5V0M-X200PM,men,Футболка,,649,100,size: 46/48,13734
13734-48-50,Marc O'Polo,9B5V0M-X200PM,men,Футболка,,649,100,size: 48/50,13734
13734-50-52,Marc O'Polo,9B5V0M-X200PM,men,Футболка,,649,100,size: 50/52,13734
13734-52-54,Marc O'Polo,9B5V0M-X200PM,men,Футболка,,649,100,size: 52/54,13734
13734-54-56,Marc O'Polo,9B5V0M-X200PM,men,Футболка,,649,100,size: 54/56,13734
15265,Karl Lagerfeld,108959-TCALTR,women,Платок,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108959-TCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108959-TCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108959-TCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108959-TCALTR-3.jpg,2499,,,
15265-00,Karl Lagerfeld,108959-TCALTR,women,Платок,,2499,100,size: 00,15265
14989,Guess,100808-ICALTR,women,Майка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100808-ICALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100808-ICALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100808-ICALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100808-ICALTR-3.jpg,1099,,,
14989-40-42,Guess,100808-ICALTR,women,Майка,,1099,100,size: 40/42,14989
14989-42-44,Guess,100808-ICALTR,women,Майка,,1099,100,size: 42/44,14989
14989-48-50,Guess,100808-ICALTR,women,Майка,,1099,100,size: 48/50,14989
9652,Trussardi,102605-TCALTR,women,Футболка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102605-TCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102605-TCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102605-TCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/102605-TCALTR-3.jpg,1049,,,
9652-40-42,Trussardi,102605-TCALTR,women,Футболка,,1049,100,size: 40/42,9652
9652-42-44,Trussardi,102605-TCALTR,women,Футболка,,1049,100,size: 42/44,9652
9652-44-46,Trussardi,102605-TCALTR,women,Футболка,,1049,100,size: 44/46,9652
9652-46-48,Trussardi,102605-TCALTR,women,Футболка,,1049,100,size: 46/48,9652
16900,Love Moschino,106388-SCALTR,women,Платье,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106388-SCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106388-SCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106388-SCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/106388-SCALTR-3.jpg,8399,,,
16900-40,Love Moschino,106388-SCALTR,women,Платье,,8399,100,size: 40,16900
16900-42,Love Moschino,106388-SCALTR,women,Платье,,8399,100,size: 42,16900
16900-44,Love Moschino,106388-SCALTR,women,Платье,,8399,100,size: 44,16900
16900-46,Love Moschino,106388-SCALTR,women,Платье,,8399,100,size: 46,16900
16900-48,Love Moschino,106388-SCALTR,women,Платье,,8399,100,size: 48,16900
15279,Liu Jo,108532-NCALTR,women,Топ,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108532-NCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108532-NCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108532-NCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/108532-NCALTR-3.jpg,2549,,,
15279-40,Liu Jo,108532-NCALTR,women,Топ,,2549,100,size: 40,15279
15279-42,Liu Jo,108532-NCALTR,women,Топ,,2549,100,size: 42,15279
15279-44,Liu Jo,108532-NCALTR,women,Топ,,2549,100,size: 44,15279
13589,Guess,109769-ICALTR,women,Очки солнцезащитные,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109769-ICALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109769-ICALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109769-ICALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109769-ICALTR-3.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/109769-ICALTR-4.jpg,2299,,,
13589-56,Guess,109769-ICALTR,women,Очки солнцезащитные,,2299,100,size: 56,13589
18430,EA7,101492-FCALTR,women,Футболка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101492-FCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101492-FCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101492-FCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/101492-FCALTR-3.jpg,1099,,,
18430-44-46,EA7,101492-FCALTR,women,Футболка,,1099,100,size: 44/46,18430
15432,Twinset Milano,107447-RCALTR,women,Комбинезон,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107447-RCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107447-RCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107447-RCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107447-RCALTR-3.jpg,5999,,,
15432-40,Twinset Milano,107447-RCALTR,women,Комбинезон,,5999,100,size: 40,15432
15432-42,Twinset Milano,107447-RCALTR,women,Комбинезон,,5999,100,size: 42,15432
18452,Boss,107416-PCALTR,men,Рубашка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107416-PCALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107416-PCALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107416-PCALTR-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/107416-PCALTR-3.jpg,1349,,,
18452-52-54,Boss,107416-PCALTR,men,Рубашка,,1349,100,size: 52/54,18452
17929,Marc O'Polo,LPR80M-X200PM,men,Рубашка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/LPR80M-X200PM-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/LPR80M-X200PM-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/LPR80M-X200PM-2.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/LPR80M-X200PM-3.jpg,1699,,,
17929-46-48,Marc O'Polo,LPR80M-X200PM,men,Рубашка,,1699,100,size: 46/48,17929
17929-48-50,Marc O'Polo,LPR80M-X200PM,men,Рубашка,,1699,100,size: 48/50,17929
17929-50-52,Marc O'Polo,LPR80M-X200PM,men,Рубашка,,1699,100,size: 50/52,17929
17929-52-54,Marc O'Polo,LPR80M-X200PM,men,Рубашка,,1699,100,size: 52/54,17929
17929-54-56,Marc O'Polo,LPR80M-X200PM,men,Рубашка,,1699,100,size: 54/56,17929
17929-56-58,Marc O'Polo,LPR80M-X200PM,men,Рубашка,,1699,100,size: 56/58,17929
9886,Guess,100647-ECALTR,men,Футболка,https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100647-ECALTR-0.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100647-ECALTR-1.jpg https://storage.googleapis.com/static.ququ.shop/img/product/600x866/100647-ECALTR-2.jpg,599,,,
